,election_year,fips,election_type,office,seat_status,democratic_raw_votes,republican_raw_votes,gov_raw_county_vote_totals_two_party
3024,2002.0,1127.0,G,GOV,Democratic Incumbent,11857.0,8595.0,20452.0
3025,2006.0,1127.0,G,GOV,Republican Incumbent,9014.0,8749.0,17763.0
3026,2010.0,1127.0,G,GOV,Republican Open Seat,8685.0,13804.0,22489.0
3027,2014.0,1127.0,G,GOV,Republican Incumbent,4750.0,12317.0,17067.0
3028,2018.0,1127.0,G,GOV,Republican Open Seat,5468.0,17671.0,23139.0
3072,2002.0,1129.0,G,GOV,Democratic Incumbent,3323.0,2814.0,6137.0
3073,2006.0,1129.0,G,GOV,Republican Incumbent,2676.0,3376.0,6052.0
3074,2010.0,1129.0,G,GOV,Republican Open Seat,2733.0,3336.0,6069.0
3075,2014.0,1129.0,G,GOV,Republican Incumbent,1742.0,3263.0,5005.0
3076,2018.0,1129.0,G,GOV,Republican Open Seat,2172.0,4729.0,6901.0
3120,2002.0,1131.0,G,GOV,Democratic Incumbent,3284.0,1302.0,4586.0
3121,2006.0,1131.0,G,GOV,Republican Incumbent,3342.0,1189.0,4531.0
3122,2010.0,1131.0,G,GOV,Republican Open Seat,3824.0,1146.0,4970.0
3123,2014.0,1131.0,G,GOV,Republican Incumbent,2913.0,1347.0,4260.0
3124,2018.0,1131.0,G,GOV,Republican Open Seat,3138.0,1577.0,4715.0
3168,2002.0,1133.0,G,GOV,Democratic Incumbent,3298.0,4618.0,7916.0
3169,2006.0,1133.0,G,GOV,Republican Incumbent,2985.0,4853.0,7838.0
3170,2010.0,1133.0,G,GOV,Republican Open Seat,2045.0,6031.0,8076.0
3171,2014.0,1133.0,G,GOV,Republican Incumbent,1391.0,5353.0,6744.0
3172,2018.0,1133.0,G,GOV,Republican Open Seat,1102.0,6580.0,7682.0
3210,2002.0,4001.0,G,GOV,Republican Open Seat,10927.0,4041.0,14968.0
3211,2006.0,4001.0,G,GOV,Democratic Incumbent,14475.0,3627.0,18102.0
3212,2010.0,4001.0,G,GOV,Republican Incumbent,12839.0,7002.0,19841.0
3213,2014.0,4001.0,G,GOV,Republican Open Seat,13562.0,5871.0,19433.0
3214,2018.0,4001.0,G,GOV,Republican Incumbent,14955.0,9175.0,24130.0
3252,2002.0,4003.0,G,GOV,Republican Open Seat,11401.0,13210.0,24611.0
3253,2006.0,4003.0,G,GOV,Democratic Incumbent,21416.0,14038.0,35454.0
3254,2010.0,4003.0,G,GOV,Republican Incumbent,13954.0,24974.0,38928.0
3255,2014.0,4003.0,G,GOV,Republican Open Seat,12709.0,21662.0,34371.0
3256,2018.0,4003.0,G,GOV,Republican Incumbent,14576.0,29638.0,44214.0
3294,2002.0,4005.0,G,GOV,Republican Open Seat,18928.0,11585.0,30513.0
3295,2006.0,4005.0,G,GOV,Democratic Incumbent,28551.0,8879.0,37430.0
3296,2010.0,4005.0,G,GOV,Republican Incumbent,20792.0,16754.0,37546.0
3297,2014.0,4005.0,G,GOV,Republican Open Seat,20212.0,14528.0,34740.0
3298,2018.0,4005.0,G,GOV,Republican Incumbent,30712.0,22778.0,53490.0
3336,2002.0,4007.0,G,GOV,Republican Open Seat,7331.0,6336.0,13667.0
3337,2006.0,4007.0,G,GOV,Democratic Incumbent,10586.0,5803.0,16389.0
3338,2010.0,4007.0,G,GOV,Republican Incumbent,6155.0,11163.0,17318.0
3339,2014.0,4007.0,G,GOV,Republican Open Seat,5253.0,9610.0,14863.0
3340,2018.0,4007.0,G,GOV,Republican Incumbent,5623.0,14444.0,20067.0
3378,2002.0,4009.0,G,GOV,Republican Open Seat,2924.0,4491.0,7415.0
3379,2006.0,4009.0,G,GOV,Democratic Incumbent,4348.0,3306.0,7654.0
3380,2010.0,4009.0,G,GOV,Republican Incumbent,2865.0,5994.0,8859.0
3381,2014.0,4009.0,G,GOV,Republican Open Seat,1919.0,4985.0,6904.0
3382,2018.0,4009.0,G,GOV,Republican Incumbent,2569.0,7776.0,10345.0
3420,2002.0,4011.0,G,GOV,Republican Open Seat,966.0,955.0,1921.0
3421,2006.0,4011.0,G,GOV,Democratic Incumbent,1486.0,588.0,2074.0
3422,2010.0,4011.0,G,GOV,Republican Incumbent,1177.0,1187.0,2364.0
3423,2014.0,4011.0,G,GOV,Republican Open Seat,792.0,995.0,1787.0
3424,2018.0,4011.0,G,GOV,Republican Incumbent,832.0,1637.0,2469.0
3429,2002.0,4012.0,G,GOV,Republican Open Seat,1488.0,1766.0,3254.0
3430,2006.0,4012.0,G,GOV,Democratic Incumbent,2353.0,1342.0,3695.0
3431,2010.0,4012.0,G,GOV,Republican Incumbent,1330.0,3048.0,4378.0
3432,2014.0,4012.0,G,GOV,Republican Open Seat,846.0,2388.0,3234.0
3433,2018.0,4012.0,G,GOV,Republican Incumbent,1122.0,3852.0,4974.0
3471,2002.0,4013.0,G,GOV,Republican Open Seat,313107.0,337954.0,651061.0
3472,2006.0,4013.0,G,GOV,Democratic Incumbent,538383.0,332570.0,870953.0
3473,2010.0,4013.0,G,GOV,Republican Incumbent,415142.0,543045.0,958187.0
3474,2014.0,4013.0,G,GOV,Republican Open Seat,346879.0,469200.0,816079.0
3475,2018.0,4013.0,G,GOV,Republican Incumbent,603055.0,800210.0,1403265.0
3513,2002.0,4015.0,G,GOV,Republican Open Seat,13227.0,18431.0,31658.0
3514,2006.0,4015.0,G,GOV,Democratic Incumbent,25400.0,19588.0,44988.0
3515,2010.0,4015.0,G,GOV,Republican Incumbent,12777.0,39026.0,51803.0
3516,2014.0,4015.0,G,GOV,Republican Open Seat,10662.0,33150.0,43812.0
3517,2018.0,4015.0,G,GOV,Republican Incumbent,13580.0,56682.0,70262.0
3555,2002.0,4017.0,G,GOV,Republican Open Seat,11669.0,9423.0,21092.0
3556,2006.0,4017.0,G,GOV,Democratic Incumbent,17368.0,8708.0,26076.0
3557,2010.0,4017.0,G,GOV,Republican Incumbent,12517.0,16157.0,28674.0
3558,2014.0,4017.0,G,GOV,Republican Open Seat,12128.0,13569.0,25697.0
3559,2018.0,4017.0,G,GOV,Republican Incumbent,13646.0,21880.0,35526.0
3597,2002.0,4019.0,G,GOV,Republican Open Seat,118896.0,89002.0,207898.0
3598,2006.0,4019.0,G,GOV,Democratic Incumbent,195305.0,82052.0,277357.0
3599,2010.0,4019.0,G,GOV,Republican Incumbent,158337.0,148916.0,307253.0
3600,2014.0,4019.0,G,GOV,Republican Open Seat,136302.0,122966.0,259268.0
3601,2018.0,4019.0,G,GOV,Republican Incumbent,195227.0,184621.0,379848.0
3639,2002.0,4021.0,G,GOV,Republican Open Seat,18300.0,16380.0,34680.0
3640,2006.0,4021.0,G,GOV,Democratic Incumbent,35428.0,20716.0,56144.0
3641,2010.0,4021.0,G,GOV,Republican Incumbent,30109.0,45807.0,75916.0
3642,2014.0,4021.0,G,GOV,Republican Open Seat,26131.0,41313.0,67444.0
3643,2018.0,4021.0,G,GOV,Republican Incumbent,38801.0,75272.0,114073.0
3681,2002.0,4023.0,G,GOV,Republican Open Seat,3675.0,2069.0,5744.0
3682,2006.0,4023.0,G,GOV,Democratic Incumbent,6482.0,1634.0,8116.0
3683,2010.0,4023.0,G,GOV,Republican Incumbent,6608.0,3190.0,9798.0
3684,2014.0,4023.0,G,GOV,Republican Open Seat,5819.0,3175.0,8994.0
3685,2018.0,4023.0,G,GOV,Republican Incumbent,8407.0,4792.0,13199.0
3723,2002.0,4025.0,G,GOV,Republican Open Seat,23238.0,28245.0,51483.0
3724,2006.0,4025.0,G,GOV,Democratic Incumbent,40848.0,30203.0,71051.0
3725,2010.0,4025.0,G,GOV,Republican Incumbent,25569.0,53081.0,78650.0
3726,2014.0,4025.0,G,GOV,Republican Open Seat,23210.0,46806.0,70016.0
3727,2018.0,4025.0,G,GOV,Republican Incumbent,32159.0,74148.0,106307.0
3765,2002.0,4027.0,G,GOV,Republican Open Seat,10207.0,10577.0,20784.0
3766,2006.0,4027.0,G,GOV,Democratic Incumbent,17401.0,10474.0,27875.0
3767,2010.0,4027.0,G,GOV,Republican Incumbent,13764.0,19590.0,33354.0
3768,2014.0,4027.0,G,GOV,Republican Open Seat,10497.0,14844.0,25341.0
3769,2018.0,4027.0,G,GOV,Republican Incumbent,19077.0,23958.0,43035.0
3830,2002.0,5001.0,G,GOV,Republican Incumbent,2834.0,3186.0,6020.0
3831,2006.0,5001.0,G,GOV,Republican Open Seat,3898.0,1639.0,5537.0
3832,2010.0,5001.0,G,GOV,Democratic Incumbent,3765.0,1111.0,4876.0
3833,2014.0,5001.0,G,GOV,Democratic Open Seat,2317.0,2676.0,4993.0
3834,2018.0,5001.0,G,GOV,Republican Incumbent,1355.0,3530.0,4885.0
3895,2002.0,5003.0,G,GOV,Republican Incumbent,3599.0,3176.0,6775.0
3896,2006.0,5003.0,G,GOV,Republican Open Seat,3550.0,1737.0,5287.0
3897,2010.0,5003.0,G,GOV,Democratic Incumbent,3742.0,1834.0,5576.0
3898,2014.0,5003.0,G,GOV,Democratic Open Seat,3077.0,3037.0,6114.0
3899,2018.0,5003.0,G,GOV,Republican Incumbent,1751.0,4278.0,6029.0
3959,2002.0,5005.0,G,GOV,Republican Incumbent,6105.0,8383.0,14488.0
3960,2006.0,5005.0,G,GOV,Republican Open Seat,6248.0,6440.0,12688.0
3961,2010.0,5005.0,G,GOV,Democratic Incumbent,8128.0,6468.0,14596.0
3962,2014.0,5005.0,G,GOV,Democratic Open Seat,4681.0,9693.0,14374.0
3963,2018.0,5005.0,G,GOV,Republican Incumbent,2978.0,10694.0,13672.0
4024,2002.0,5007.0,G,GOV,Republican Incumbent,14693.0,31077.0,45770.0
4025,2006.0,5007.0,G,GOV,Republican Open Seat,18811.0,28608.0,47419.0
4026,2010.0,5007.0,G,GOV,Democratic Incumbent,27715.0,24600.0,52315.0
4027,2014.0,5007.0,G,GOV,Democratic Open Seat,17122.0,43535.0,60657.0
4028,2018.0,5007.0,G,GOV,Republican Incumbent,22316.0,53185.0,75501.0
4089,2002.0,5009.0,G,GOV,Republican Incumbent,4151.0,6909.0,11060.0
4090,2006.0,5009.0,G,GOV,Republican Open Seat,4362.0,5784.0,10146.0
4091,2010.0,5009.0,G,GOV,Democratic Incumbent,8843.0,5602.0,14445.0
4092,2014.0,5009.0,G,GOV,Democratic Open Seat,3107.0,7363.0,10470.0
4093,2018.0,5009.0,G,GOV,Republican Incumbent,2208.0,9028.0,11236.0
4154,2002.0,5011.0,G,GOV,Republican Incumbent,1925.0,1545.0,3470.0
4155,2006.0,5011.0,G,GOV,Republican Open Seat,1776.0,862.0,2638.0
4156,2010.0,5011.0,G,GOV,Democratic Incumbent,2164.0,696.0,2860.0
4157,2014.0,5011.0,G,GOV,Democratic Open Seat,1498.0,1360.0,2858.0
4158,2018.0,5011.0,G,GOV,Republican Incumbent,868.0,1906.0,2774.0
4219,2002.0,5013.0,G,GOV,Republican Incumbent,922.0,994.0,1916.0
4220,2006.0,5013.0,G,GOV,Republican Open Seat,1001.0,635.0,1636.0
4221,2010.0,5013.0,G,GOV,Democratic Incumbent,1143.0,448.0,1591.0
4222,2014.0,5013.0,G,GOV,Democratic Open Seat,740.0,862.0,1602.0
4223,2018.0,5013.0,G,GOV,Republican Incumbent,423.0,1335.0,1758.0
4284,2002.0,5015.0,G,GOV,Republican Incumbent,3564.0,4737.0,8301.0
4285,2006.0,5015.0,G,GOV,Republican Open Seat,3881.0,3978.0,7859.0
4286,2010.0,5015.0,G,GOV,Democratic Incumbent,5166.0,2876.0,8042.0
4287,2014.0,5015.0,G,GOV,Democratic Open Seat,3095.0,4635.0,7730.0
4288,2018.0,5015.0,G,GOV,Republican Incumbent,2968.0,5796.0,8764.0
4349,2002.0,5017.0,G,GOV,Republican Incumbent,2301.0,1555.0,3856.0
4350,2006.0,5017.0,G,GOV,Republican Open Seat,2570.0,791.0,3361.0
4351,2010.0,5017.0,G,GOV,Democratic Incumbent,2404.0,573.0,2977.0
4352,2014.0,5017.0,G,GOV,Democratic Open Seat,2437.0,1024.0,3461.0
4353,2018.0,5017.0,G,GOV,Republican Incumbent,1857.0,1638.0,3495.0
4414,2002.0,5019.0,G,GOV,Republican Incumbent,4167.0,3431.0,7598.0
4415,2006.0,5019.0,G,GOV,Republican Open Seat,4162.0,2024.0,6186.0
4416,2010.0,5019.0,G,GOV,Democratic Incumbent,5772.0,1685.0,7457.0
4417,2014.0,5019.0,G,GOV,Democratic Open Seat,4014.0,2834.0,6848.0
4418,2018.0,5019.0,G,GOV,Republican Incumbent,2611.0,3988.0,6599.0
4477,2002.0,5021.0,G,GOV,Republican Incumbent,2943.0,2354.0,5297.0
4478,2006.0,5021.0,G,GOV,Republican Open Seat,3010.0,1137.0,4147.0
4479,2010.0,5021.0,G,GOV,Democratic Incumbent,3055.0,1029.0,4084.0
4480,2014.0,5021.0,G,GOV,Democratic Open Seat,1912.0,1943.0,3855.0
4481,2018.0,5021.0,G,GOV,Republican Incumbent,782.0,3218.0,4000.0
4537,2002.0,5023.0,G,GOV,Republican Incumbent,3772.0,5614.0,9386.0
4538,2006.0,5023.0,G,GOV,Republican Open Seat,4881.0,4370.0,9251.0
4539,2010.0,5023.0,G,GOV,Democratic Incumbent,5029.0,3955.0,8984.0
4540,2014.0,5023.0,G,GOV,Democratic Open Seat,2797.0,6670.0,9467.0
4541,2018.0,5023.0,G,GOV,Republican Incumbent,1495.0,7856.0,9351.0
4596,2002.0,5025.0,G,GOV,Republican Incumbent,1357.0,1475.0,2832.0
4597,2006.0,5025.0,G,GOV,Republican Open Seat,1450.0,982.0,2432.0
4598,2010.0,5025.0,G,GOV,Democratic Incumbent,1539.0,807.0,2346.0
4599,2014.0,5025.0,G,GOV,Democratic Open Seat,1103.0,1558.0,2661.0
4600,2018.0,5025.0,G,GOV,Republican Incumbent,513.0,2020.0,2533.0
4661,2002.0,5027.0,G,GOV,Republican Incumbent,3091.0,3876.0,6967.0
4662,2006.0,5027.0,G,GOV,Republican Open Seat,3379.0,2549.0,5928.0
4663,2010.0,5027.0,G,GOV,Democratic Incumbent,4484.0,2423.0,6907.0
4664,2014.0,5027.0,G,GOV,Democratic Open Seat,3541.0,4306.0,7847.0
4665,2018.0,5027.0,G,GOV,Republican Incumbent,2044.0,4199.0,6243.0
4726,2002.0,5029.0,G,GOV,Republican Incumbent,3652.0,3305.0,6957.0
4727,2006.0,5029.0,G,GOV,Republican Open Seat,4125.0,2268.0,6393.0
4728,2010.0,5029.0,G,GOV,Democratic Incumbent,4439.0,1595.0,6034.0
4729,2014.0,5029.0,G,GOV,Democratic Open Seat,2822.0,3366.0,6188.0
4730,2018.0,5029.0,G,GOV,Republican Incumbent,1966.0,4339.0,6305.0
4791,2002.0,5031.0,G,GOV,Republican Incumbent,11013.0,10499.0,21512.0
4792,2006.0,5031.0,G,GOV,Republican Open Seat,12753.0,7696.0,20449.0
4793,2010.0,5031.0,G,GOV,Democratic Incumbent,14557.0,6580.0,21137.0
4794,2014.0,5031.0,G,GOV,Democratic Open Seat,10342.0,14218.0,24560.0
4795,2018.0,5031.0,G,GOV,Republican Incumbent,7407.0,17313.0,24720.0
4856,2002.0,5033.0,G,GOV,Republican Incumbent,5732.0,9457.0,15189.0
4857,2006.0,5033.0,G,GOV,Republican Open Seat,7249.0,8139.0,15388.0
4858,2010.0,5033.0,G,GOV,Democratic Incumbent,8433.0,6035.0,14468.0
4859,2014.0,5033.0,G,GOV,Democratic Open Seat,4426.0,11180.0,15606.0
4860,2018.0,5033.0,G,GOV,Republican Incumbent,3120.0,13200.0,16320.0
4921,2002.0,5035.0,G,GOV,Republican Incumbent,6136.0,5523.0,11659.0
4922,2006.0,5035.0,G,GOV,Republican Open Seat,13246.0,5023.0,18269.0
4923,2010.0,5035.0,G,GOV,Democratic Incumbent,8256.0,3171.0,11427.0
4924,2014.0,5035.0,G,GOV,Democratic Open Seat,5845.0,4497.0,10342.0
4925,2018.0,5035.0,G,GOV,Republican Incumbent,5833.0,5775.0,11608.0
4986,2002.0,5037.0,G,GOV,Republican Incumbent,2455.0,2861.0,5316.0
4987,2006.0,5037.0,G,GOV,Republican Open Seat,3331.0,1819.0,5150.0
4988,2010.0,5037.0,G,GOV,Democratic Incumbent,3651.0,1435.0,5086.0
4989,2014.0,5037.0,G,GOV,Democratic Open Seat,2240.0,2899.0,5139.0
4990,2018.0,5037.0,G,GOV,Republican Incumbent,1498.0,4108.0,5606.0
5051,2002.0,5039.0,G,GOV,Republican Incumbent,1532.0,1486.0,3018.0
5052,2006.0,5039.0,G,GOV,Republican Open Seat,1774.0,975.0,2749.0
5053,2010.0,5039.0,G,GOV,Democratic Incumbent,1807.0,628.0,2435.0
5054,2014.0,5039.0,G,GOV,Democratic Open Seat,1274.0,1076.0,2350.0
5055,2018.0,5039.0,G,GOV,Republican Incumbent,773.0,1316.0,2089.0
5116,2002.0,5041.0,G,GOV,Republican Incumbent,2185.0,1754.0,3939.0
5117,2006.0,5041.0,G,GOV,Republican Open Seat,2516.0,703.0,3219.0
5118,2010.0,5041.0,G,GOV,Democratic Incumbent,2981.0,517.0,3498.0
5119,2014.0,5041.0,G,GOV,Democratic Open Seat,2297.0,1057.0,3354.0
5120,2018.0,5041.0,G,GOV,Republican Incumbent,1560.0,1833.0,3393.0
5181,2002.0,5043.0,G,GOV,Republican Incumbent,2587.0,2683.0,5270.0
5182,2006.0,5043.0,G,GOV,Republican Open Seat,2556.0,1447.0,4003.0
5183,2010.0,5043.0,G,GOV,Democratic Incumbent,3124.0,1228.0,4352.0
5184,2014.0,5043.0,G,GOV,Democratic Open Seat,2620.0,2535.0,5155.0
5185,2018.0,5043.0,G,GOV,Republican Incumbent,1606.0,3658.0,5264.0
5245,2002.0,5045.0,G,GOV,Republican Incumbent,11442.0,13729.0,25171.0
5246,2006.0,5045.0,G,GOV,Republican Open Seat,12419.0,11506.0,23925.0
5247,2010.0,5045.0,G,GOV,Democratic Incumbent,16188.0,10434.0,26622.0
5248,2014.0,5045.0,G,GOV,Democratic Open Seat,12227.0,20540.0,32767.0
5249,2018.0,5045.0,G,GOV,Republican Incumbent,11689.0,25643.0,37332.0
5310,2002.0,5047.0,G,GOV,Republican Incumbent,2619.0,3082.0,5701.0
5311,2006.0,5047.0,G,GOV,Republican Open Seat,2908.0,2452.0,5360.0
5312,2010.0,5047.0,G,GOV,Democratic Incumbent,3282.0,1833.0,5115.0
5313,2014.0,5047.0,G,GOV,Democratic Open Seat,1859.0,3488.0,5347.0
5314,2018.0,5047.0,G,GOV,Republican Incumbent,916.0,4204.0,5120.0
5375,2002.0,5049.0,G,GOV,Republican Incumbent,1942.0,1707.0,3649.0
5376,2006.0,5049.0,G,GOV,Republican Open Seat,2002.0,1199.0,3201.0
5377,2010.0,5049.0,G,GOV,Democratic Incumbent,2194.0,1260.0,3454.0
5378,2014.0,5049.0,G,GOV,Democratic Open Seat,1394.0,1867.0,3261.0
5379,2018.0,5049.0,G,GOV,Republican Incumbent,900.0,2829.0,3729.0
5439,2002.0,5051.0,G,GOV,Republican Incumbent,17270.0,17473.0,34743.0
5440,2006.0,5051.0,G,GOV,Republican Open Seat,15482.0,12530.0,28012.0
5441,2010.0,5051.0,G,GOV,Democratic Incumbent,18424.0,11490.0,29914.0
5442,2014.0,5051.0,G,GOV,Democratic Open Seat,12118.0,17729.0,29847.0
5443,2018.0,5051.0,G,GOV,Republican Incumbent,8865.0,21969.0,30834.0
5504,2002.0,5053.0,G,GOV,Republican Incumbent,2313.0,2953.0,5266.0
5505,2006.0,5053.0,G,GOV,Republican Open Seat,2798.0,2186.0,4984.0
5506,2010.0,5053.0,G,GOV,Democratic Incumbent,3319.0,1816.0,5135.0
5507,2014.0,5053.0,G,GOV,Democratic Open Seat,1853.0,3327.0,5180.0
5508,2018.0,5053.0,G,GOV,Republican Incumbent,898.0,4524.0,5422.0
5569,2002.0,5055.0,G,GOV,Republican Incumbent,6458.0,4722.0,11180.0
5570,2006.0,5055.0,G,GOV,Republican Open Seat,5724.0,3283.0,9007.0
5571,2010.0,5055.0,G,GOV,Democratic Incumbent,6213.0,2809.0,9022.0
5572,2014.0,5055.0,G,GOV,Democratic Open Seat,4321.0,6355.0,10676.0
5573,2018.0,5055.0,G,GOV,Republican Incumbent,2088.0,8275.0,10363.0
5634,2002.0,5057.0,G,GOV,Republican Incumbent,2976.0,2862.0,5838.0
5635,2006.0,5057.0,G,GOV,Republican Open Seat,3212.0,1566.0,4778.0
5636,2010.0,5057.0,G,GOV,Democratic Incumbent,3238.0,1550.0,4788.0
5637,2014.0,5057.0,G,GOV,Democratic Open Seat,2637.0,2662.0,5299.0
5638,2018.0,5057.0,G,GOV,Republican Incumbent,1554.0,3312.0,4866.0
5699,2002.0,5059.0,G,GOV,Republican Incumbent,5067.0,4701.0,9768.0
5700,2006.0,5059.0,G,GOV,Republican Open Seat,5312.0,3012.0,8324.0
5701,2010.0,5059.0,G,GOV,Democratic Incumbent,5606.0,2520.0,8126.0
5702,2014.0,5059.0,G,GOV,Democratic Open Seat,4154.0,4963.0,9117.0
5703,2018.0,5059.0,G,GOV,Republican Incumbent,2113.0,6368.0,8481.0
5763,2002.0,5061.0,G,GOV,Republican Incumbent,1780.0,1935.0,3715.0
5764,2006.0,5061.0,G,GOV,Republican Open Seat,2090.0,1057.0,3147.0
5765,2010.0,5061.0,G,GOV,Democratic Incumbent,2185.0,900.0,3085.0
5766,2014.0,5061.0,G,GOV,Democratic Open Seat,1851.0,1768.0,3619.0
5767,2018.0,5061.0,G,GOV,Republican Incumbent,974.0,2489.0,3463.0
5828,2002.0,5063.0,G,GOV,Republican Incumbent,4472.0,5836.0,10308.0
5829,2006.0,5063.0,G,GOV,Republican Open Seat,5608.0,3934.0,9542.0
5830,2010.0,5063.0,G,GOV,Democratic Incumbent,6056.0,3033.0,9089.0
5831,2014.0,5063.0,G,GOV,Democratic Open Seat,3623.0,6634.0,10257.0
5832,2018.0,5063.0,G,GOV,Republican Incumbent,1928.0,7733.0,9661.0
5893,2002.0,5065.0,G,GOV,Republican Incumbent,2437.0,2042.0,4479.0
5894,2006.0,5065.0,G,GOV,Republican Open Seat,2412.0,1534.0,3946.0
5895,2010.0,5065.0,G,GOV,Democratic Incumbent,2875.0,1550.0,4425.0
5896,2014.0,5065.0,G,GOV,Democratic Open Seat,1702.0,2470.0,4172.0
5897,2018.0,5065.0,G,GOV,Republican Incumbent,869.0,3423.0,4292.0
5958,2002.0,5067.0,G,GOV,Republican Incumbent,2972.0,2387.0,5359.0
5959,2006.0,5067.0,G,GOV,Republican Open Seat,3189.0,1036.0,4225.0
5960,2010.0,5067.0,G,GOV,Democratic Incumbent,2993.0,891.0,3884.0
5961,2014.0,5067.0,G,GOV,Democratic Open Seat,2045.0,1981.0,4026.0
5962,2018.0,5067.0,G,GOV,Republican Incumbent,1067.0,2998.0,4065.0
6023,2002.0,5069.0,G,GOV,Republican Incumbent,13135.0,9887.0,23022.0
6024,2006.0,5069.0,G,GOV,Republican Open Seat,14659.0,4955.0,19614.0
6025,2010.0,5069.0,G,GOV,Democratic Incumbent,14724.0,3667.0,18391.0
6026,2014.0,5069.0,G,GOV,Democratic Open Seat,13447.0,6473.0,19920.0
6027,2018.0,5069.0,G,GOV,Republican Incumbent,10406.0,9005.0,19411.0
6088,2002.0,5071.0,G,GOV,Republican Incumbent,2921.0,3484.0,6405.0
6089,2006.0,5071.0,G,GOV,Republican Open Seat,3372.0,2410.0,5782.0
6090,2010.0,5071.0,G,GOV,Democratic Incumbent,3939.0,1862.0,5801.0
6091,2014.0,5071.0,G,GOV,Democratic Open Seat,2572.0,3742.0,6314.0
6092,2018.0,5071.0,G,GOV,Republican Incumbent,1672.0,5546.0,7218.0
6153,2002.0,5073.0,G,GOV,Republican Incumbent,1498.0,1192.0,2690.0
6154,2006.0,5073.0,G,GOV,Republican Open Seat,1684.0,741.0,2425.0
6155,2010.0,5073.0,G,GOV,Democratic Incumbent,1342.0,706.0,2048.0
6156,2014.0,5073.0,G,GOV,Democratic Open Seat,1200.0,1177.0,2377.0
6157,2018.0,5073.0,G,GOV,Republican Incumbent,693.0,1395.0,2088.0
6218,2002.0,5075.0,G,GOV,Republican Incumbent,3199.0,2499.0,5698.0
6219,2006.0,5075.0,G,GOV,Republican Open Seat,3227.0,1400.0,4627.0
6220,2010.0,5075.0,G,GOV,Democratic Incumbent,3400.0,1151.0,4551.0
6221,2014.0,5075.0,G,GOV,Democratic Open Seat,2079.0,2340.0,4419.0
6222,2018.0,5075.0,G,GOV,Republican Incumbent,908.0,3584.0,4492.0
6282,2002.0,5077.0,G,GOV,Republican Incumbent,2124.0,1629.0,3753.0
6283,2006.0,5077.0,G,GOV,Republican Open Seat,2233.0,621.0,2854.0
6284,2010.0,5077.0,G,GOV,Democratic Incumbent,2509.0,461.0,2970.0
6285,2014.0,5077.0,G,GOV,Democratic Open Seat,1713.0,898.0,2611.0
6286,2018.0,5077.0,G,GOV,Republican Incumbent,1130.0,947.0,2077.0
6347,2002.0,5079.0,G,GOV,Republican Incumbent,1746.0,1646.0,3392.0
6348,2006.0,5079.0,G,GOV,Republican Open Seat,1960.0,757.0,2717.0
6349,2010.0,5079.0,G,GOV,Democratic Incumbent,2072.0,791.0,2863.0
6350,2014.0,5079.0,G,GOV,Democratic Open Seat,1531.0,1476.0,3007.0
6351,2018.0,5079.0,G,GOV,Republican Incumbent,771.0,2227.0,2998.0
6412,2002.0,5081.0,G,GOV,Republican Incumbent,2452.0,1964.0,4416.0
6413,2006.0,5081.0,G,GOV,Republican Open Seat,2552.0,1012.0,3564.0
6414,2010.0,5081.0,G,GOV,Democratic Incumbent,2537.0,1047.0,3584.0
6415,2014.0,5081.0,G,GOV,Democratic Open Seat,2005.0,2001.0,4006.0
6416,2018.0,5081.0,G,GOV,Republican Incumbent,1014.0,2820.0,3834.0
6475,2002.0,5083.0,G,GOV,Republican Incumbent,3389.0,3830.0,7219.0
6476,2006.0,5083.0,G,GOV,Republican Open Seat,3525.0,2794.0,6319.0
6477,2010.0,5083.0,G,GOV,Democratic Incumbent,4167.0,1979.0,6146.0
6478,2014.0,5083.0,G,GOV,Democratic Open Seat,2378.0,3918.0,6296.0
6479,2018.0,5083.0,G,GOV,Republican Incumbent,1041.0,4303.0,5344.0
6539,2002.0,5085.0,G,GOV,Republican Incumbent,6508.0,9985.0,16493.0
6540,2006.0,5085.0,G,GOV,Republican Open Seat,7768.0,7792.0,15560.0
6541,2010.0,5085.0,G,GOV,Democratic Incumbent,9124.0,7043.0,16167.0
6542,2014.0,5085.0,G,GOV,Democratic Open Seat,5568.0,13385.0,18953.0
6543,2018.0,5085.0,G,GOV,Republican Incumbent,4171.0,15791.0,19962.0
6604,2002.0,5087.0,G,GOV,Republican Incumbent,2052.0,2848.0,4900.0
6605,2006.0,5087.0,G,GOV,Republican Open Seat,2587.0,2650.0,5237.0
6606,2010.0,5087.0,G,GOV,Democratic Incumbent,3097.0,1831.0,4928.0
6607,2014.0,5087.0,G,GOV,Democratic Open Seat,1820.0,3171.0,4991.0
6608,2018.0,5087.0,G,GOV,Republican Incumbent,1283.0,4151.0,5434.0
6669,2002.0,5089.0,G,GOV,Republican Incumbent,2161.0,2715.0,4876.0
6670,2006.0,5089.0,G,GOV,Republican Open Seat,2810.0,2858.0,5668.0
6671,2010.0,5089.0,G,GOV,Democratic Incumbent,3267.0,2222.0,5489.0
6672,2014.0,5089.0,G,GOV,Democratic Open Seat,1571.0,3185.0,4756.0
6673,2018.0,5089.0,G,GOV,Republican Incumbent,1027.0,3959.0,4986.0
6733,2002.0,5091.0,G,GOV,Republican Incumbent,4971.0,5882.0,10853.0
6734,2006.0,5091.0,G,GOV,Republican Open Seat,5466.0,3933.0,9399.0
